avg,cuisine,name,price,rank,reviews 
4 ,"American,Bar,Pub",Rosie O'Grady's Pub,$$ - $$$,"#4,082 of 10,387 Restaurants in New York City",54
4.5 ,,Ceci Cela Patisserie,,"#4,083 of 10,387 Restaurants in New York City",12
5 ,American,Holy Cow,$$ - $$$,"#4,084 of 10,387 Restaurants in New York City",8
5 ,Italian,Di Palo's,$$ - $$$,"#4,085 of 10,387 Restaurants in New York City",9
4 ,"Chinese,Asian",China Gourmet,$,"#4,086 of 10,387 Restaurants in New York City",30
3.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Flame,$$ - $$$,"#4,087 of 10,387 Restaurants in New York City",47
4 ,Cafe,Cafe Today,$,"#4,088 of 10,387 Restaurants in New York City",18
4.5 ,,Pret A Manger,,"#4,089 of 10,387 Restaurants in New York City",13
4.5 ,"Chinese,Asian,Vegetarian Friendly",Shu Jiao Fu Zhou Cuisine,$,"#4,090 of 10,387 Restaurants in New York City",21
4.5 ,Vietnamese,Hello Saigon,$$ - $$$,"#4,091 of 10,387 Restaurants in New York City",13
4 ,"Caribbean,Vegetarian Friendly",La Caye Restaurant & Bar,$$ - $$$,"#698 of 5,330 Restaurants in Brooklyn",34
4 ,"Peruvian,Latin,Seafood,South American",Mancora Peruvian Restaurant & Bar,$$ - $$$,"#4,092 of 10,387 Restaurants in New York City",61
4 ,"Bar,Pizza,Italian,American,Pub",Pizzeria Uno Chicago - E. 86th,$$ - $$$,"#4,093 of 10,387 Restaurants in New York City",40
4.5 ,American,Wilma Jean,$$ - $$$,"#679 of 5,330 Restaurants in Brooklyn",24
3.5 ,"Asian,Thai",Spice,$$ - $$$,"#4,094 of 10,387 Restaurants in New York City",76
4.5 ,"Mexican,Latin,Spanish,Vegetarian Friendly,Gluten Free Options",Fonda Restaurant,$$ - $$$,"#174 of 5,330 Restaurants in Brooklyn",79
4 ,"Italian,Pizza",New York Sal's Pizza,$,"#4,095 of 10,387 Restaurants in New York City",26
3.5 ,"Chinese,Asian,Vegetarian Friendly,Vegan Options",Vegetarian Dim Sum House,$,"#4,096 of 10,387 Restaurants in New York City",95
4.5 ,"Pizza,Italian,Fast Food",East Village Pizza,$,"#4,097 of 10,387 Restaurants in New York City",30
4.5 ,"Cafe,Healthy,Australian",Charley St.,$$ - $$$,"#4,098 of 10,387 Restaurants in New York City",10
4 ,"American,Bar,Pub",Barfly Sports Bar & Restaurant,$,"#4,099 of 10,387 Restaurants in New York City",29
3.5 ,"Cafe,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Le Pain Quotidien,$$ - $$$,"#748 of 5,330 Restaurants in Brooklyn",73
4 ,,Dean & Deluca Cafe,,"#4,100 of 10,387 Restaurants in New York City",24
4 ,"Bar,Pub,Contemporary",Bua,$$ - $$$,"#4,101 of 10,387 Restaurants in New York City",25
4 ,"Mexican,Latin,Bar,Spanish",Guadalupe Mexican Bar and Grill,$$ - $$$,"#4,102 of 10,387 Restaurants in New York City",56
4 ,,Legacy Records,,"#4,103 of 10,387 Restaurants in New York City",20
4.5 ,"Pizza,Italian",Little Luzzo's,$,"#4,104 of 10,387 Restaurants in New York City",18
4 ,Pizza,Empire State Pizza,$,"#4,105 of 10,387 Restaurants in New York City",26
4 ,,Red Mango,,"#4,106 of 10,387 Restaurants in New York City",19
4.5 ,Spanish,Bocaditos Bistro,$$ - $$$,"#4,107 of 10,387 Restaurants in New York City",15
4 ,"Chinese,Asian,Vegetarian Friendly",Jing Fong,$$ - $$$,"#4,108 of 10,387 Restaurants in New York City",25
4 ,Bar,The Cricketer's Arms,$$ - $$$,"#4,109 of 10,387 Restaurants in New York City",25
4 ,Wine Bar,Compagnie des Vins Surnaturels,$$ - $$$,"#4,110 of 10,387 Restaurants in New York City",25
4.5 ,,Anyway Cafe,,"#4,111 of 10,387 Restaurants in New York City",39
4.5 ,"Italian,European,Vegetarian Friendly",Fiore,$$ - $$$,"#563 of 5,330 Restaurants in Brooklyn",40
4.5 ,"Sushi,Asian",Mido,$$ - $$$,"#4,112 of 10,387 Restaurants in New York City",12
4 ,"Mexican,Bar",Campeon,$$ - $$$,"#4,113 of 10,387 Restaurants in New York City",37
5 ,Mediterranean,Jack's Wife Freda,,"#4,114 of 10,387 Restaurants in New York City",8
3.5 ,"Japanese,Asian,Soups",Mr. Ramen To The World,$,"#4,115 of 10,387 Restaurants in New York City",76
4 ,"Italian,Pizza",Sam's Restaurant,$$ - $$$,"#753 of 5,330 Restaurants in Brooklyn",41
4 ,"Bar,Pub,Polynesian,Vegetarian Friendly,Vegan Options",Mother of Pearl,$$ - $$$,"#4,116 of 10,387 Restaurants in New York City",33
4.5 ,,Tavern on 51,,"#4,117 of 10,387 Restaurants in New York City",14
4 ,"Bar,Pub",Reservoir Bar and Grill,$$ - $$$,"#4,118 of 10,387 Restaurants in New York City",26
5 ,"Chinese,Japanese,Asian,Thai,Vietnamese",Char Sue,$$ - $$$,"#4,119 of 10,387 Restaurants in New York City",10
4.5 ,,My NY Bakery Cafe,,"#4,120 of 10,387 Restaurants in New York City",15
4 ,,Bamboleo,,"#4,121 of 10,387 Restaurants in New York City",49
5 ,"Moroccan,Mediterranean,Fusion",Mekki,,"#4,122 of 10,387 Restaurants in New York City",8
4.5 ,,The Champagne Bar,,"#4,123 of 10,387 Restaurants in New York City",20
3.5 ,"Indian,Vegetarian Friendly",Amiya,$$ - $$$,#86 of 649 Restaurants in Jersey City,74
4.5 ,Italian,Princi Bakery,$$ - $$$,"#4,124 of 10,387 Restaurants in New York City",11
4.5 ,"Asian,Thai,Vegetarian Friendly",Andaman Thai Bistro,$,"#4,125 of 10,387 Restaurants in New York City",15
4 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Nature's Grill,$$ - $$$,"#756 of 5,330 Restaurants in Brooklyn",33
4 ,"Peruvian,Latin,Spanish,South American,Vegetarian Friendly",Baby Brasa,$$ - $$$,"#4,126 of 10,387 Restaurants in New York City",24
3.5 ,"American,Bar,Pub",Applebee's,$$ - $$$,"#4,127 of 10,387 Restaurants in New York City",59
4.5 ,,Lenwich,,"#4,128 of 10,387 Restaurants in New York City",11
4 ,"Mexican,Vegetarian Friendly",Temerario,$$ - $$$,"#4,129 of 10,387 Restaurants in New York City",38
4 ,"Chinese,Asian",China River restaurant,$$ - $$$,"#4,130 of 10,387 Restaurants in New York City",23
4 ,"Bar,Pub",Barcade,$,"#4,131 of 10,387 Restaurants in New York City",18
4 ,"Latin,Spanish,Vegetarian Friendly,Vegan Options",Blend on the Water,$$ - $$$,#20 of 287 Restaurants in Long Island City,315
4 ,"Bar,Pub",The Burger Guru,$,"#575 of 5,330 Restaurants in Brooklyn",28
4.5 ,French,Maison Kayser,$$ - $$$,"#4,132 of 10,387 Restaurants in New York City",10
4.5 ,"Mediterranean,Greek,Grill",Lemony,$,"#4,133 of 10,387 Restaurants in New York City",16
4 ,Italian,Marchi's Restaurant,$$ - $$$,"#4,134 of 10,387 Restaurants in New York City",50
4.5 ,French,26 Seats,$$$$,"#4,135 of 10,387 Restaurants in New York City",27
3.5 ,American,Restaurant Patrick,$$ - $$$,"#4,136 of 10,387 Restaurants in New York City",65
4 ,"Japanese,Asian",Ennju,$,"#4,137 of 10,387 Restaurants in New York City",18
4 ,"Soups,American",Panera,$,"#4,138 of 10,387 Restaurants in New York City",44
4.5 ,"Bar,Pub,American",The Summit Bar,,"#4,139 of 10,387 Restaurants in New York City",14
4.5 ,"Japanese,Sushi,Asian,Fusion,Latin,Spanish",Sushirrito,$,"#4,140 of 10,387 Restaurants in New York City",16
4.5 ,"American,Vegetarian Friendly",The Regal,$$ - $$$,"#399 of 5,330 Restaurants in Brooklyn",24
4 ,,Cafe Metro,,"#4,141 of 10,387 Restaurants in New York City",16
4.5 ,"Caribbean,Bar,Pub",Brooklyn Moon Cafe,$$ - $$$,"#624 of 5,330 Restaurants in Brooklyn",21
4 ,"Japanese,Asian,Sushi",Taste of Tokyo,$$ - $$$,"#4,142 of 10,387 Restaurants in New York City",27
4 ,"Indian,Asian,Vegetarian Friendly,Vegan Options",Kailash Parbat,$$ - $$$,"#4,143 of 10,387 Restaurants in New York City",59
4.5 ,,Citarella,,"#4,144 of 10,387 Restaurants in New York City",9
3.5 ,"American,Bar,Pub",Hudson Bar & Grill,$$ - $$$,"#4,145 of 10,387 Restaurants in New York City",53
4 ,"Bar,Pub",Black Door,$$ - $$$,"#4,146 of 10,387 Restaurants in New York City",21
4.5 ,"Italian,Pizza",Marinara Pizza,$$ - $$$,"#4,147 of 10,387 Restaurants in New York City",13
4.5 ,"Indian,Fast Food,Vegetarian Friendly,Vegan Options",Roti Roll - Bombay Frankie,$,"#4,148 of 10,387 Restaurants in New York City",20
3.5 ,"Chinese,Asian",ShunLee West,$$ - $$$,"#4,149 of 10,387 Restaurants in New York City",291
5 ,,Minus Celsius Ice Cream,,"#4,150 of 10,387 Restaurants in New York City",9
4 ,Italian,Bice Cucina,$$ - $$$,"#4,151 of 10,387 Restaurants in New York City",24
4.5 ,"Italian,Pizza,Bar,Vegetarian Friendly,Gluten Free Options",Gino's Restaurant & Pizzeria,$$ - $$$,"#13 of 5,330 Restaurants in Brooklyn",190
4 ,American,The Four Seasons Restaurant,$$$$,"#4,152 of 10,387 Restaurants in New York City",23
4 ,"Mexican,Latin,Spanish",Taqueria Tehuitzingo,$,"#4,153 of 10,387 Restaurants in New York City",30
4.5 ,,La Savane Restaurant,,"#4,154 of 10,387 Restaurants in New York City",14
5 ,"Chinese,Cafe",Kam Hing,$,"#4,155 of 10,387 Restaurants in New York City",10
4.5 ,"Bar,Pub,Mediterranean",One Lenox,$$ - $$$,"#4,156 of 10,387 Restaurants in New York City",12
4 ,"Cafe,American",Ballfields Cafe,$$ - $$$,"#4,157 of 10,387 Restaurants in New York City",37
4 ,"Mediterranean,Turkish,Middle Eastern,Halal",Istanbul Grill,$,"#4,158 of 10,387 Restaurants in New York City",26
4.5 ,African,Le Baobab Restaurants,$,"#4,159 of 10,387 Restaurants in New York City",12
4 ,American,Omar's,$$$$,"#4,160 of 10,387 Restaurants in New York City",27
4 ,"American,Cafe",The Corner Cafe and Restaurant,$$ - $$$,"#4,161 of 10,387 Restaurants in New York City",31
3.5 ,"Bar,Vegetarian Friendly,Vegan Options",Two Hands Restaurant & Bar,$$ - $$$,"#4,162 of 10,387 Restaurants in New York City",51
4.5 ,"Chinese,Asian",Red Stixs,$$$$,"#4,163 of 10,387 Restaurants in New York City",17
4 ,"American,Bar,Pub,Irish",The Grafton,$$ - $$$,"#4,164 of 10,387 Restaurants in New York City",20
4 ,"Italian,Pizza",Bellini Restaurant,$$ - $$$,"#4,165 of 10,387 Restaurants in New York City",34
5 ,,Antico Noe,,"#4,166 of 10,387 Restaurants in New York City",10
4 ,"Bar,Pub",Hotel Delmano,$$ - $$$,"#552 of 5,330 Restaurants in Brooklyn",31
4 ,Sushi,Wasabi Sushi & Bento,$$ - $$$,"#4,167 of 10,387 Restaurants in New York City",19
4 ,"Italian,Mediterranean,Vegetarian Friendly",Laboratorio,$$ - $$$,"#4,168 of 10,387 Restaurants in New York City",23
4 ,,JoJo's Philosophy Bar and Grill,,"#4,169 of 10,387 Restaurants in New York City",17
4.5 ,,Sticky's Finger Joint,,"#4,170 of 10,387 Restaurants in New York City",10
4.5 ,Fast Food,Chelsea Papaya,$,"#4,171 of 10,387 Restaurants in New York City",23
4.5 ,,Subway,,"#4,172 of 10,387 Restaurants in New York City",20
4.5 ,"Bar,Pub,Irish",Peter Dillon's Bar 36th,$$ - $$$,"#4,173 of 10,387 Restaurants in New York City",19
4 ,"Bar,American,Pizza",Gilligan's,$$ - $$$,"#4,174 of 10,387 Restaurants in New York City",35
4 ,"American,Bar,Seafood",OLMA Restaurant & Bar,$$ - $$$,"#4,175 of 10,387 Restaurants in New York City",23
4 ,"Japanese,Sushi,Asian",Nobi Sushi,$$ - $$$,"#4,176 of 10,387 Restaurants in New York City",19
4.5 ,Italian,Lucciola,$$ - $$$,"#4,177 of 10,387 Restaurants in New York City",10
4.5 ,Vegetarian Friendly,Uptown Veg,$,"#4,178 of 10,387 Restaurants in New York City",13
3.5 ,"Indian,Vegetarian Friendly,Vegan Options",Ghandi Cafe,$$ - $$$,"#4,179 of 10,387 Restaurants in New York City",76
4.5 ,Mexican,Gitano,,"#4,180 of 10,387 Restaurants in New York City",14
4 ,"Asian,Thai,Vegetarian Friendly,Vegan Options",Sky Thai,$$ - $$$,#87 of 649 Restaurants in Jersey City,38
4.5 ,"Peruvian,Latin,Spanish,South American",Warique,$$ - $$$,"#4,181 of 10,387 Restaurants in New York City",24
3.5 ,"Bar,Mexican",Gonzalez y Gonzalez,$$ - $$$,"#4,182 of 10,387 Restaurants in New York City",61
4.5 ,"Asian,Korean",Bangia,$,"#4,183 of 10,387 Restaurants in New York City",13
4.5 ,,Abace Sushi,,"#4,184 of 10,387 Restaurants in New York City",14
5 ,Filipino,Mama Fina's NYC House of Filipino Sisig,$$ - $$$,"#4,185 of 10,387 Restaurants in New York City",8
4 ,"Moroccan,Middle Eastern,Mediterranean",Zerza,$$ - $$$,"#4,186 of 10,387 Restaurants in New York City",51
4 ,"Chinese,Asian,Seafood",Radiance - Fine Asian Cuisine,$$ - $$$,"#4,187 of 10,387 Restaurants in New York City",37
4 ,"Japanese,Asian,Healthy,Vegetarian Friendly,Vegan Options",Mana,$$ - $$$,"#4,188 of 10,387 Restaurants in New York City",37
4.5 ,"Bar,Spanish,Pub",Z Bar Restaurant & Sky-Lounge,,"#4,189 of 10,387 Restaurants in New York City",15
4 ,Mexican,Chipotle Mexican Grill,$,"#4,190 of 10,387 Restaurants in New York City",21
4 ,American,ABV,$$ - $$$,"#4,191 of 10,387 Restaurants in New York City",28
4.5 ,,Dante's New York,,"#4,192 of 10,387 Restaurants in New York City",13
4.5 ,"Chinese,Asian",Birds of a Feather,$$ - $$$,"#703 of 5,330 Restaurants in Brooklyn",17
4 ,American,Schnippers,$,"#4,193 of 10,387 Restaurants in New York City",15
5 ,,Cc's Cafe,,"#4,194 of 10,387 Restaurants in New York City",10
4 ,"Italian,Deli",Park Italian Gourmet,$,"#4,195 of 10,387 Restaurants in New York City",19
4 ,"Chinese,Asian",Golden Fried Dumpling,$,"#770 of 5,330 Restaurants in Brooklyn",28
4.5 ,,Lenny's Sub Shop,,"#4,196 of 10,387 Restaurants in New York City",26
4 ,"American,Diner,Greek,Vegetarian Friendly",Nautilus Diner & Restaurant,$$ - $$$,"#4,197 of 10,387 Restaurants in New York City",28
4 ,"Japanese,Sushi,Asian,Seafood",Mikado,$$ - $$$,"#4,198 of 10,387 Restaurants in New York City",23
4.5 ,,People's Pops,,"#4,199 of 10,387 Restaurants in New York City",15
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Geisha Sushi,$$ - $$$,"#4,200 of 10,387 Restaurants in New York City",21
3.5 ,"Italian,Vegetarian Friendly",Via Italia,$$ - $$$,"#4,201 of 10,387 Restaurants in New York City",279
4.5 ,"American,Fast Food",Papaya King,$,"#774 of 5,330 Restaurants in Brooklyn",10
3.5 ,"American,Cafe,Fast Food,Vegan Options",Chickpea,$,"#4,202 of 10,387 Restaurants in New York City",67
4 ,"Middle Eastern,Lebanese,Fast Food,Mediterranean,Vegetarian Friendly,Halal",Ibby's Falafel,$,#88 of 649 Restaurants in Jersey City,49
4.5 ,"Pizza,Italian,Vegetarian Friendly",Royal Pizza,$,"#4,203 of 10,387 Restaurants in New York City",14
5 ,"Italian,Pizza",Upside Pizza,,"#4,204 of 10,387 Restaurants in New York City",8
4 ,,Lenny's Sub Shop,,"#4,205 of 10,387 Restaurants in New York City",21
3.5 ,American,Fino,$$ - $$$,"#4,206 of 10,387 Restaurants in New York City",48
4.5 ,"Italian,Mediterranean",Toscana Restaurant,$$ - $$$,"#4,207 of 10,387 Restaurants in New York City",11
4.5 ,"American,Fast Food",Lenny's Sub Shop,$,"#4,208 of 10,387 Restaurants in New York City",15
4.5 ,"Bar,Pub,Vegetarian Friendly",Mekelburg's Fine Foods Craft Beer,$$ - $$$,"#383 of 5,330 Restaurants in Brooklyn",22
5 ,American,Farm To Burger,$$ - $$$,"#4,209 of 10,387 Restaurants in New York City",8
4.5 ,"Wine Bar,Italian,Spanish",Barbasso Wine Bar,$$ - $$$,"#4,210 of 10,387 Restaurants in New York City",19
4.5 ,"Italian,Pizza",Neapolitan Express,,"#4,211 of 10,387 Restaurants in New York City",11
4.5 ,"Bar,Cafe,European,Contemporary,Pub,Central European",L' Adresse,,"#4,212 of 10,387 Restaurants in New York City",10
4.5 ,"Pizza,Fast Food,Vegetarian Friendly",Williamsburg Pizza,$,"#376 of 5,330 Restaurants in Brooklyn",26
4.5 ,"Latin,Spanish",Donna,$$ - $$$,"#776 of 5,330 Restaurants in Brooklyn",10
4 ,"African,Ethiopian,Vegetarian Friendly",Awash Brooklyn,$$ - $$$,"#777 of 5,330 Restaurants in Brooklyn",27
4.5 ,Italian,Bellini,,"#4,213 of 10,387 Restaurants in New York City",11
4.5 ,Mexican,Flats Fix,$,"#4,214 of 10,387 Restaurants in New York City",11
4.5 ,Indian,Mumtaz,$$ - $$$,"#4,215 of 10,387 Restaurants in New York City",19
5 ,"French,African,International,Fusion",Linda A. of New York,,"#4,216 of 10,387 Restaurants in New York City",7
4 ,"Pizza,Italian,Fast Food",The Original Little Italy Pizza off Vanderbilt,$,"#4,217 of 10,387 Restaurants in New York City",29
4 ,"Mexican,Latin,Spanish",Dahlia's Mexican Restaurant,$$ - $$$,"#4,218 of 10,387 Restaurants in New York City",21
4.5 ,"American,Asian,Thai,Fusion",Pinto Garden,$$ - $$$,"#4,219 of 10,387 Restaurants in New York City",11
4.5 ,Deli,Neofytos Deli Incorporated,$,"#4,220 of 10,387 Restaurants in New York City",15
4.5 ,Cafe,Macchiato Espresso Bar,$,"#4,221 of 10,387 Restaurants in New York City",11
4 ,"Italian,Bar,Pizza,American,Pub",Rocky's Bar and Restaurant,$$ - $$$,"#4,222 of 10,387 Restaurants in New York City",34
4 ,"Wine Bar,Bar,Pub",Anfora,$$ - $$$,"#4,223 of 10,387 Restaurants in New York City",25
4 ,"Fast Food,Soups",Potbelly Sandwich Works,$,"#4,224 of 10,387 Restaurants in New York City",24
4.5 ,Cafe,Cafe Panino Mucho Giusto,$,"#4,225 of 10,387 Restaurants in New York City",16
4 ,"Cafe,Deli,Vegetarian Friendly",NewsBar,$,"#4,226 of 10,387 Restaurants in New York City",23
4.5 ,,Pret a Manger,,"#4,227 of 10,387 Restaurants in New York City",11
4.5 ,"Bar,American,Pub",9th & Coles Tavern,$$ - $$$,#83 of 649 Restaurants in Jersey City,16
3.5 ,"American,Bar",Carolines On Broadway,$$ - $$$,"#4,228 of 10,387 Restaurants in New York City",83
4 ,"Chinese,Asian",Tang's Garden,$,"#4,229 of 10,387 Restaurants in New York City",25
4.5 ,Italian,Belli Osteria,$$ - $$$,"#380 of 5,330 Restaurants in Brooklyn",33
3.5 ,"Italian,Vegetarian Friendly,Gluten Free Options",La Carbonara,$$ - $$$,"#4,230 of 10,387 Restaurants in New York City",108
5 ,,Beron Beron,,"#4,231 of 10,387 Restaurants in New York City",8
4.5 ,"American,Fast Food,Healthy,Vegetarian Friendly,Vegan Options",The Little Beet,$$ - $$$,"#4,232 of 10,387 Restaurants in New York City",10
4 ,"American,Bar,Pub",Heights Tavern,$$ - $$$,"#4,233 of 10,387 Restaurants in New York City",38
5 ,"Japanese,Asian",Yokoya,$$ - $$$,"#4,234 of 10,387 Restaurants in New York City",8
4.5 ,Vegetarian Friendly,Chez Ma Tante,$$ - $$$,"#499 of 5,330 Restaurants in Brooklyn",23
4 ,"Mexican,Latin,Bar,Spanish,Pub,Vegetarian Friendly",Barnacho,$$ - $$$,"#4,235 of 10,387 Restaurants in New York City",25
4.5 ,"Asian,Korean,Fusion,Vegetarian Friendly",take31,$$ - $$$,"#4,236 of 10,387 Restaurants in New York City",25
4.5 ,"Vegetarian Friendly,Vegan Options",Liquiteria Chelsea,$$ - $$$,"#4,237 of 10,387 Restaurants in New York City",17
5 ,"European,Mediterranean",L'estudio,$$ - $$$,"#4,238 of 10,387 Restaurants in New York City",9
5 ,,Tannat Wine and Cheese,,"#4,239 of 10,387 Restaurants in New York City",8
4.5 ,,Ronny Brook Milk Bar,,"#4,240 of 10,387 Restaurants in New York City",14
4.5 ,Fast Food,The Juice Shop,$,"#4,241 of 10,387 Restaurants in New York City",14
4 ,"Contemporary,Wine Bar",Riposo 72,$$ - $$$,"#4,242 of 10,387 Restaurants in New York City",30
4 ,"Bar,Pub",Football Factory,$,"#4,243 of 10,387 Restaurants in New York City",19
4.5 ,"Italian,American,European,Vegetarian Friendly,Vegan Options",Etc. Etc.,$$ - $$$,"#4,244 of 10,387 Restaurants in New York City",17
4.5 ,Cafe,The Doughnut Project,$$ - $$$,"#4,245 of 10,387 Restaurants in New York City",11
4.5 ,,Cafe Arte,,"#4,246 of 10,387 Restaurants in New York City",12
4.5 ,British,The Gallery,$$ - $$$,"#4,247 of 10,387 Restaurants in New York City",14
4.5 ,Wine Bar,Lois,$$ - $$$,"#4,248 of 10,387 Restaurants in New York City",14
4.5 ,"Pizza,Italian",Luna Pizza,$,"#4,249 of 10,387 Restaurants in New York City",19
4 ,"Mediterranean,Greek",Pathos Cafe,$$ - $$$,"#4,250 of 10,387 Restaurants in New York City",23
4 ,Cafe,Upper East Cafe,$$ - $$$,"#4,251 of 10,387 Restaurants in New York City",15
4 ,"Bar,American,Pub",Park & Sixth Restaurant & Bar,$$ - $$$,#91 of 649 Restaurants in Jersey City,22
4 ,"Japanese,Sushi,Asian",Amber,$$ - $$$,"#4,252 of 10,387 Restaurants in New York City",51
4.5 ,Cafe,Lunitas,$,"#4,253 of 10,387 Restaurants in New York City",12
4.5 ,"Asian,Vietnamese",Banh Mi Zon,$,"#4,254 of 10,387 Restaurants in New York City",13
4 ,"Chinese,Fast Food,Asian",Panda Express,$,#92 of 649 Restaurants in Jersey City,29
4.5 ,"Japanese,Sushi,Asian",Asian Station,,"#4,255 of 10,387 Restaurants in New York City",20
3.5 ,"American,Bar,Seafood,Pub",Ditch Plains,$$ - $$$,"#4,256 of 10,387 Restaurants in New York City",53
3.5 ,"American,Vegetarian Friendly",Chocolat Restaurant & Bar,$$ - $$$,"#4,257 of 10,387 Restaurants in New York City",107
4 ,"American,French,Fusion",Oxbow Tavern,$$ - $$$,"#4,258 of 10,387 Restaurants in New York City",26
4.5 ,"Indian,Asian,Vegetarian Friendly,Vegan Options",Dosa Royale,$$ - $$$,"#789 of 5,330 Restaurants in Brooklyn",22
4 ,"Bar,American,Gastropub",Forty Four Lounge and Restaurant,$$ - $$$,"#4,259 of 10,387 Restaurants in New York City",39
4.5 ,"American,Cajun & Creole,Bar",Catfish,$$ - $$$,"#154 of 5,330 Restaurants in Brooklyn",77
4 ,American,Schnackenberg's Luncheonette,$,#39 of 262 Restaurants in Hoboken,53
4.5 ,"Thai,Asian",Thai Holic,$$ - $$$,"#790 of 5,330 Restaurants in Brooklyn",14
4.5 ,"Fast Food,Soups",Potbelly Sandwich Works,,"#4,260 of 10,387 Restaurants in New York City",14
5 ,"Mediterranean,Greek",Poseidon Greek Bakery,$,"#4,261 of 10,387 Restaurants in New York City",9
4.5 ,"Chinese,Kosher",Grill On Lee,$,"#589 of 5,330 Restaurants in Brooklyn",20
4 ,"Pizza,Italian",Rustique Pizza,$$ - $$$,#93 of 649 Restaurants in Jersey City,20
4 ,"American,Bar,Pub",Ophelia,$$$$,"#4,262 of 10,387 Restaurants in New York City",35
3.5 ,"American,Diner,Cafe,Vegetarian Friendly",Tivoli Cafe,$,"#4,263 of 10,387 Restaurants in New York City",31
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Yo! Sushi,$$ - $$$,"#4,264 of 10,387 Restaurants in New York City",18
3 ,"Italian,Vegetarian Friendly",Caffe Napoli,$$ - $$$,"#4,265 of 10,387 Restaurants in New York City",762
4 ,"Vegan Options,Vegetarian Friendly",sweetgreen,$,"#4,266 of 10,387 Restaurants in New York City",23
4 ,Cafe,Le Pain Quotidien,$$ - $$$,"#4,267 of 10,387 Restaurants in New York City",18
4.5 ,"Seafood,Vegetarian Friendly",Bar B,$$ - $$$,"#4,268 of 10,387 Restaurants in New York City",11
5 ,,Dinnertable NYC,,"#4,269 of 10,387 Restaurants in New York City",10
4 ,"Cafe,Vegetarian Friendly",Abracadabra,$,"#792 of 5,330 Restaurants in Brooklyn",16
4.5 ,"Cafe,Vegetarian Friendly,Vegan Options",Jivamuktea Cafe,$,"#4,270 of 10,387 Restaurants in New York City",18
4 ,"Japanese,Asian",Koku Ramen,$$ - $$$,"#4,271 of 10,387 Restaurants in New York City",18
4.5 ,"Japanese,Cafe,Sushi,Deli,Vegetarian Friendly",U Way Cafe,$,"#4,272 of 10,387 Restaurants in New York City",16
4.5 ,"Korean,Asian",Kraverie,$$ - $$$,#94 of 649 Restaurants in Jersey City,23
4 ,"Asian,Thai,Vegan Options",Black Thai,$$ - $$$,"#4,273 of 10,387 Restaurants in New York City",20
4 ,"Indian,Vegetarian Friendly,Vegan Options",Indigo Indian Bistro,$$ - $$$,"#4,274 of 10,387 Restaurants in New York City",35
4.5 ,Cafe,Cafe Serai,,"#4,275 of 10,387 Restaurants in New York City",14
4 ,"Japanese,Asian",Terakawa Ramen,$,"#4,276 of 10,387 Restaurants in New York City",38
4.5 ,Caribbean,Miss Lilys 7a,$$ - $$$,"#4,277 of 10,387 Restaurants in New York City",9
4.5 ,,Lalito,,"#4,278 of 10,387 Restaurants in New York City",12
4 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Modern Love Brooklyn,$$ - $$$,"#401 of 5,330 Restaurants in Brooklyn",51
4 ,"Bar,Pub",Piggyback Bar,$$ - $$$,#95 of 649 Restaurants in Jersey City,19
5 ,"Japanese,Sushi",Ichi Ro Sushi,$$ - $$$,"#4,279 of 10,387 Restaurants in New York City",12
4 ,"Peruvian,Latin",Baby Brasa,$$ - $$$,"#4,280 of 10,387 Restaurants in New York City",34
4.5 ,,Lady M Confections,,"#4,281 of 10,387 Restaurants in New York City",11
4 ,"Chinese,Asian",27 Sunshine,$$ - $$$,"#4,282 of 10,387 Restaurants in New York City",31
4 ,"Bar,Pub",St. Marks Ale House,$$ - $$$,"#4,283 of 10,387 Restaurants in New York City",26
3.5 ,"Indian,Vegetarian Friendly,Vegan Options,Halal",Curry Dream,$$ - $$$,"#4,284 of 10,387 Restaurants in New York City",73
4.5 ,French,Ratatouille (formerly Chicken Provence),$,"#4,285 of 10,387 Restaurants in New York City",22
4.5 ,,Buzz Bar,,"#797 of 5,330 Restaurants in Brooklyn",9
3.5 ,"Israeli,American,Cafe,Kosher,Vegetarian Friendly,Vegan Options",Jerusalem Cafe,$,"#4,286 of 10,387 Restaurants in New York City",55
5 ,"Wine Bar,French,Spanish",Ruffian Wine Bar and Chef's Table,$$ - $$$,"#4,287 of 10,387 Restaurants in New York City",18
4 ,"Italian,Pizza",Dough Boys Pizza,$,"#4,288 of 10,387 Restaurants in New York City",21
4.5 ,,Hale and Hearty Soups,,"#4,289 of 10,387 Restaurants in New York City",15
4 ,Mexican,Chipotle Mexican Grill,$,"#4,290 of 10,387 Restaurants in New York City",19
5 ,"Japanese,Sushi,Asian",Kobe New City,$$ - $$$,"#4,291 of 10,387 Restaurants in New York City",12
4 ,"Asian,Thai,Vegetarian Friendly",Chai Thai Kitchen,$$ - $$$,"#673 of 5,330 Restaurants in Brooklyn",41
4 ,"Chinese,Spanish,Asian",LA Dinastia Restaurant,$,"#4,292 of 10,387 Restaurants in New York City",33
